Borrower_ID,Age,Employment_Type,Monthly_Income,Num_Dependents,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral_Value,Outstanding_Loan_Amount,Monthly_EMI,Num_Missed_Payments,Days_Past_Due,Collection_Method,Num_Recovery_Attempts,Legal_Action_Taken,Recovery_Status
BOR_00208,40,Salaried,6416.61,1,366011.99,60,9.2,320087.72,282268.02,7633.69,3,116,Phone,4,0,Partial Recovery
BOR_00209,40,Salaried,5702.9,2,401435.85,48,11.89,547308.25,251356.82,10549.89,3,89,Phone,1,0,Write-off
BOR_00210,70,Salaried,8568.36,5,556741.17,36,8.97,786668.13,114367.76,17696.13,2,18,Email,3,0,Write-off
BOR_00211,40,Self-employed,3933.7,1,248956.84,36,12.48,24019.07,233946.62,8325.6,3,91,Email,3,0,Write-off
BOR_00212,46,Self-employed,2154.38,3,101040.11,84,12.11,60983.34,29955.14,1789.67,2,34,Field Visit,1,0,Partial Recovery
BOR_00213,44,Self-employed,3592.33,1,123109.68,36,13.29,4332.05,53050.1,4165.54,0,0,Phone,3,1,Full Recovery
BOR_00214,41,Business,4765.29,1,332172.92,36,14.26,164134.94,98862.78,11395.4,2,26,Legal Notice,2,0,Write-off
BOR_00215,31,Business,4974.47,0,215809.32,36,14.29,173791.75,98744.17,7406.3,2,16,Email,5,0,Partial Recovery
BOR_00216,42,Self-employed,3638.7,3,272221.71,48,14.01,371907.24,67632.79,7440.62,2,46,Email,5,0,Write-off
BOR_00217,27,Retired,1366.06,3,47045.42,60,15.21,59739.76,27775.62,1124.31,2,32,Phone,6,0,Partial Recovery
BOR_00218,32,Salaried,4384.08,2,170613.26,24,10.93,32629.72,74292.89,7946.04,1,4,SMS,3,1,Write-off
BOR_00219,30,Salaried,1212.77,1,51615.03,36,11.08,7202.65,28114.03,1691.76,2,22,Phone,2,0,Write-off
BOR_00220,35,Salaried,5426.59,1,243159.08,48,11.09,214928.55,163118.39,6295.56,5,163,Phone,1,1,Partial Recovery
BOR_00221,58,Self-employed,4803.62,2,227383.69,48,14.25,181492.42,24288.73,6242.67,1,45,SMS,2,0,Partial Recovery
BOR_00222,18,Business,3638.99,0,246866.94,36,13.21,98639.75,175759.2,8343.05,0,0,Phone,1,1,Write-off
BOR_00223,41,Salaried,6318.49,0,237569.01,24,10.42,320523.27,81062.32,11008.65,2,19,Phone,3,0,Partial Recovery
BOR_00224,18,Unemployed,1175.03,2,82704.49,24,10.51,115046.05,32011.36,3835.74,0,0,Field Visit,4,0,Write-off
BOR_00225,30,Salaried,1784.88,2,65300.7,60,15.07,39436.21,37658.0,1555.91,3,171,Phone,4,0,Partial Recovery
BOR_00226,45,Unemployed,618.64,2,26391.12,48,17.28,35244.12,6992.15,765.29,2,5,Email,1,0,Partial Recovery
BOR_00227,35,Salaried,3461.72,0,217298.1,24,14.05,125147.05,105821.75,10438.33,3,174,Phone,1,0,Write-off
BOR_00228,24,Salaried,2496.16,0,113496.25,48,8.11,125438.92,66887.79,2776.79,4,67,Email,5,0,Partial Recovery
BOR_00229,27,Salaried,6658.95,1,323843.74,36,11.8,231196.36,182397.71,10726.02,1,1,SMS,3,0,Partial Recovery
BOR_00230,41,Salaried,4612.35,2,155144.68,60,9.52,28527.19,54560.93,3260.18,1,26,Phone,1,0,Partial Recovery
BOR_00231,27,Salaried,4470.97,0,285479.91,60,11.93,397359.86,114226.0,6340.7,1,22,Field Visit,8,0,Partial Recovery
BOR_00232,37,Salaried,992.28,1,66526.26,48,12.84,45314.02,6939.9,1779.59,2,32,Legal Notice,2,0,Partial Recovery
BOR_00233,35,Business,8906.25,1,627382.61,24,12.0,691206.59,149605.06,29532.64,1,48,Phone,5,0,Write-off
BOR_00234,28,Self-employed,901.85,3,60667.62,36,12.42,33413.34,10645.37,2027.29,3,156,Legal Notice,3,0,Write-off
BOR_00235,56,Salaried,6143.84,0,325422.53,60,14.51,9216.39,217098.87,7658.24,4,90,Phone,2,0,Partial Recovery
BOR_00236,41,Self-employed,4693.44,0,268719.15,48,14.32,40521.65,81383.88,7386.75,2,26,Phone,7,1,Write-off
BOR_00237,18,Self-employed,5921.32,1,206815.87,24,12.96,153939.1,100674.21,9828.74,3,52,Phone,1,0,Write-off
BOR_00238,36,Salaried,2382.36,2,169593.54,60,10.91,175520.24,89301.39,3679.41,1,3,Email,3,1,Partial Recovery
BOR_00239,28,Salaried,500.0,1,17233.5,36,14.31,8652.99,6702.55,591.58,1,38,SMS,4,0,Partial Recovery
BOR_00240,43,Salaried,5367.7,4,239183.72,60,8.53,249524.28,56604.33,4910.53,4,40,Email,4,0,Partial Recovery
BOR_00241,27,Salaried,8601.02,2,613932.9,36,12.17,643373.06,244105.7,20441.96,3,140,Field Visit,4,0,Write-off
BOR_00242,33,Self-employed,7097.37,0,244735.71,36,8.63,258417.38,189501.86,7740.22,1,32,SMS,8,0,Partial Recovery
BOR_00243,40,Salaried,5419.32,1,423125.17,60,11.22,312597.59,287240.49,9245.71,3,60,Email,4,0,Write-off
BOR_00244,43,Self-employed,2770.91,3,114106.41,84,10.41,156591.56,91649.24,1918.69,2,32,SMS,2,0,Full Recovery
BOR_00245,22,Self-employed,4814.25,2,183178.28,48,14.61,134415.27,156715.17,5061.52,2,11,Legal Notice,1,0,Partial Recovery
BOR_00246,31,Salaried,3052.91,1,92171.9,24,17.51,62252.7,38882.13,4579.7,4,96,Phone,2,1,Partial Recovery
BOR_00247,30,Self-employed,5190.89,0,200131.29,24,11.99,59853.51,87134.47,9420.06,2,48,Email,1,1,Write-off
BOR_00248,28,Salaried,6010.94,0,439352.8,36,14.96,202753.69,249179.64,15222.12,2,28,Email,4,0,Write-off
BOR_00249,52,Retired,3417.8,3,218597.75,12,14.95,13881.34,56556.74,19725.09,4,52,Email,3,0,Write-off
BOR_00250,39,Salaried,10519.32,3,530118.1,24,11.91,503772.79,270402.63,24931.03,4,139,Email,1,0,Write-off
BOR_00251,22,Business,6541.8,0,295789.89,12,8.01,110271.54,140979.29,25731.67,2,11,Email,3,0,Write-off
BOR_00252,44,Self-employed,2727.59,2,143141.7,60,12.01,65305.95,46327.42,3184.56,1,44,SMS,6,0,Full Recovery
BOR_00253,56,Salaried,5938.62,0,474854.35,24,9.96,549036.95,221288.03,21904.05,1,29,SMS,4,0,Partial Recovery
BOR_00254,45,Self-employed,500.0,4,18993.74,24,14.85,9322.73,10361.35,919.61,2,27,SMS,1,1,Write-off
BOR_00255,19,Retired,1155.38,0,80463.23,84,17.8,29231.79,43309.89,1681.78,2,51,Phone,1,0,Write-off
BOR_00256,30,Self-employed,2976.79,1,123877.74,60,10.3,31413.74,84105.16,2650.22,2,43,Email,3,0,Full Recovery
BOR_00257,47,Business,6513.28,2,232146.57,60,12.45,269821.08,52436.49,5217.24,2,2,Email,3,1,Full Recovery
BOR_00258,27,Business,7457.06,0,285132.39,36,10.01,55475.18,156657.16,9201.87,2,18,Email,7,0,Write-off
BOR_00259,39,Salaried,3355.16,1,224257.99,36,14.92,152636.86,140513.62,7765.74,2,52,Legal Notice,5,0,Partial Recovery
BOR_00260,42,Salaried,7242.06,0,237085.17,36,11.37,180278.42,148153.35,7803.84,2,1,Email,7,0,Partial Recovery
BOR_00261,25,Self-employed,4000.52,3,220655.26,36,13.1,227514.3,54463.03,7445.88,2,33,Phone,3,0,Partial Recovery
BOR_00262,34,Salaried,4981.4,3,367315.21,84,13.64,348921.98,265395.43,6809.77,6,290,Email,2,0,Partial Recovery
BOR_00263,18,Business,4813.05,1,349085.95,48,13.78,424516.79,101459.14,9501.02,2,37,Field Visit,4,0,Write-off
BOR_00264,24,Unemployed,862.08,2,38944.46,36,15.17,2614.23,24207.1,1353.25,1,46,Field Visit,2,0,Write-off
BOR_00265,32,Salaried,6650.2,0,354916.78,24,14.73,157817.68,182412.22,17163.45,3,139,Email,6,1,Write-off
BOR_00266,22,Salaried,2612.59,1,119244.51,12,11.69,50106.68,63129.45,10577.32,1,42,Phone,3,0,Write-off
BOR_00267,51,Business,6030.78,3,198141.02,24,9.54,43397.91,74463.78,9100.8,5,153,Email,1,0,Write-off
BOR_00268,20,Salaried,3514.04,3,187008.38,36,13.6,81118.14,148180.24,6355.04,2,39,SMS,2,0,Write-off
BOR_00269,30,Business,2962.39,0,198402.13,36,10.34,92187.15,33691.7,6433.22,1,24,Legal Notice,6,1,Write-off
BOR_00270,36,Salaried,3361.48,0,154034.77,60,8.36,120582.53,110088.01,3150.21,2,28,SMS,4,0,Partial Recovery
BOR_00271,49,Self-employed,3371.34,1,103301.43,60,11.34,102842.43,10885.77,2263.58,1,43,SMS,3,0,Full Recovery
BOR_00272,20,Salaried,5399.02,2,197302.19,24,14.53,112787.95,136005.26,9522.29,0,0,Email,4,1,Write-off
BOR_00273,46,Self-employed,5587.68,0,407762.07,48,11.38,440059.01,239466.94,10613.35,5,161,Email,3,1,Write-off
BOR_00274,35,Salaried,5387.18,1,301769.24,84,14.76,152166.54,104926.77,5782.67,3,71,Field Visit,4,0,Partial Recovery
BOR_00275,25,Self-employed,6127.24,2,249767.66,60,9.38,108755.21,22764.8,5231.04,1,21,Email,2,0,Partial Recovery
BOR_00276,39,Salaried,4725.26,0,192208.66,48,10.84,156031.55,37888.09,4952.35,4,170,Legal Notice,7,0,Partial Recovery
BOR_00277,36,Self-employed,4976.16,0,381060.66,12,11.58,13556.06,102981.86,33782.07,0,0,Email,3,0,Partial Recovery
BOR_00278,28,Business,6690.33,0,507970.87,84,9.1,60795.83,449437.48,8197.48,2,35,Phone,4,0,Write-off
BOR_00279,35,Salaried,5530.72,2,267310.35,48,9.12,167591.38,129722.45,6666.73,0,0,SMS,6,0,Full Recovery
BOR_00280,31,Salaried,3834.48,2,300627.69,84,9.17,425198.51,121455.11,4862.59,4,57,Phone,4,0,Partial Recovery
BOR_00281,36,Salaried,500.0,2,18028.89,12,21.09,19512.08,14864.41,1679.55,4,130,Phone,2,0,Write-off
BOR_00282,41,Self-employed,3664.3,1,145403.87,36,11.14,19220.92,100105.1,4770.12,2,59,Email,6,1,Partial Recovery
BOR_00283,50,Self-employed,9068.24,4,543646.26,12,9.59,690146.43,158087.62,47690.86,2,49,SMS,2,0,Partial Recovery
BOR_00284,22,Self-employed,5052.43,2,386887.46,84,13.47,424976.98,100640.28,7137.27,3,142,Email,3,0,Partial Recovery
BOR_00285,56,Salaried,8316.95,2,257576.58,36,12.4,236048.28,101395.6,8603.99,1,12,Phone,2,1,Partial Recovery
BOR_00286,18,Salaried,5977.81,1,261586.0,84,12.44,321865.74,162092.66,4679.1,4,161,SMS,4,0,Full Recovery
BOR_00287,33,Self-employed,4221.64,1,141827.55,84,14.7,85970.86,19802.47,2713.34,0,0,Email,6,0,Full Recovery
BOR_00288,40,Salaried,5394.63,2,182800.44,36,10.12,60735.73,143089.89,5909.07,2,32,Legal Notice,2,0,Full Recovery
BOR_00289,37,Retired,1505.88,2,74754.75,24,14.62,57414.27,45041.62,3611.29,0,0,Email,2,0,Write-off
BOR_00290,28,Salaried,4367.85,1,340251.34,36,8.58,280116.21,166826.03,10753.58,0,0,SMS,6,0,Write-off
BOR_00291,32,Self-employed,5539.43,2,337905.47,36,13.99,272855.14,97840.37,11547.41,6,335,Phone,2,0,Write-off
BOR_00292,30,Salaried,7407.77,2,383232.83,24,9.34,324832.24,197379.12,17567.34,2,20,Field Visit,1,0,Write-off
BOR_00293,29,Salaried,4721.11,0,323104.14,24,13.37,459795.73,127007.84,15417.27,1,4,SMS,6,0,Write-off
BOR_00294,43,Self-employed,2874.53,1,115827.24,36,11.26,156756.92,39489.13,3806.22,2,29,Legal Notice,4,0,Partial Recovery
BOR_00295,38,Self-employed,4001.32,0,308741.01,84,9.45,405554.65,39668.3,5037.86,4,70,Phone,4,0,Partial Recovery
BOR_00296,28,Retired,2480.97,3,118865.41,24,11.57,142891.11,97841.73,5571.56,1,43,Email,2,0,Write-off
BOR_00297,43,Salaried,2112.29,1,112012.92,84,14.51,158514.2,73744.11,2130.81,5,174,SMS,1,0,Partial Recovery
BOR_00298,38,Salaried,500.0,2,24589.18,36,20.96,3632.85,13568.71,925.92,1,41,Phone,4,1,Write-off
BOR_00299,43,Self-employed,2623.66,2,184536.0,12,10.24,73387.18,138031.04,16244.29,0,0,Email,5,0,Partial Recovery
BOR_00300,41,Self-employed,948.22,0,48443.28,24,14.0,35973.2,25165.62,2325.8,1,53,Legal Notice,5,0,Write-off
BOR_00301,26,Salaried,3983.72,4,127037.73,48,9.84,161312.73,55812.05,3212.1,1,27,Email,2,0,Full Recovery
BOR_00302,29,Salaried,4704.44,2,153446.39,24,13.61,116273.78,20325.04,7339.41,0,0,Legal Notice,2,0,Full Recovery
BOR_00303,42,Salaried,4093.5,1,297083.78,36,10.91,333343.48,97750.79,9713.84,4,146,Phone,3,0,Write-off
BOR_00304,41,Business,11357.4,0,896015.98,24,9.51,186765.44,555632.28,41143.22,1,51,SMS,7,0,Write-off
BOR_00305,34,Salaried,5653.49,1,252108.09,24,10.66,95453.35,176976.42,11709.94,2,43,SMS,3,0,Partial Recovery
BOR_00306,36,Salaried,5600.95,1,423105.25,48,10.88,464427.46,91277.99,10911.48,4,106,Email,5,0,Write-off
BOR_00307,47,Salaried,7493.3,0,574889.8,12,9.47,142055.85,563878.04,50400.86,2,38,Legal Notice,4,0,Write-off
BOR_00308,29,Salaried,2722.33,3,158696.9,48,8.28,83638.64,137092.25,3894.92,4,135,Phone,2,0,Write-off
BOR_00309,40,Salaried,7078.22,2,354986.63,48,12.89,141035.97,112057.69,9503.42,2,15,Field Visit,1,0,Write-off
BOR_00310,32,Self-employed,3810.59,0,235902.13,36,8.65,123799.68,172708.4,7463.76,4,151,SMS,4,0,Partial Recovery
BOR_00311,32,Salaried,6340.96,2,325644.01,24,14.63,345992.23,185033.21,15732.72,4,173,Phone,1,1,Partial Recovery
BOR_00312,45,Business,3784.43,1,203445.35,36,13.36,112255.2,57332.37,6890.61,3,100,Legal Notice,1,0,Write-off
BOR_00313,43,Salaried,1892.48,0,103892.42,36,13.68,86531.48,25648.44,3534.86,3,135,Email,1,1,Write-off
BOR_00314,43,Self-employed,6044.72,2,443426.5,48,8.33,66468.66,299426.36,10893.9,1,44,Field Visit,6,0,Write-off
BOR_00315,48,Business,9755.07,4,568878.32,60,8.96,686935.67,349250.49,11796.7,1,40,Email,2,0,Partial Recovery
BOR_00316,35,Self-employed,1744.87,3,72296.18,60,10.16,40112.3,15527.23,1541.81,3,112,Field Visit,7,0,Full Recovery
BOR_00317,41,Self-employed,1825.84,2,123493.32,36,11.13,120134.46,71371.99,4050.47,2,53,SMS,4,0,Partial Recovery
BOR_00318,31,Salaried,7250.87,2,220098.89,60,10.52,239486.17,150082.17,4732.83,3,97,Phone,6,0,Full Recovery
BOR_00319,38,Salaried,2621.18,1,149507.39,48,12.92,47018.78,58453.14,4004.86,1,4,SMS,5,0,Partial Recovery
BOR_00320,33,Self-employed,8106.68,1,630691.81,36,10.8,836935.9,313731.53,20587.77,2,51,Phone,1,0,Write-off
BOR_00321,35,Retired,1279.5,3,99398.45,48,12.39,91877.61,42172.94,2636.38,2,40,Email,4,0,Write-off
BOR_00322,40,Self-employed,5595.98,2,203263.96,60,10.54,130716.56,126103.12,4372.49,2,51,Phone,3,0,Partial Recovery
BOR_00323,26,Self-employed,3178.45,1,200317.24,36,9.39,54787.32,88838.34,6406.69,1,8,Phone,5,1,Partial Recovery
BOR_00324,55,Self-employed,6609.56,2,397131.12,12,10.89,561325.55,60835.38,35079.36,2,2,Phone,1,0,Partial Recovery
BOR_00325,24,Salaried,3129.42,2,179411.85,36,13.24,203202.27,157478.6,6065.92,2,56,Email,3,0,Partial Recovery
BOR_00326,22,Salaried,3739.53,0,266988.51,60,8.27,83310.25,44863.77,5448.35,1,9,Email,5,0,Partial Recovery
BOR_00327,46,Self-employed,4922.76,2,195465.17,36,14.54,99016.04,50984.64,6732.27,2,49,Email,3,1,Write-off
BOR_00328,42,Retired,1198.25,0,85971.85,60,12.43,104413.79,58359.56,1930.94,4,153,Phone,1,0,Partial Recovery
BOR_00329,41,Salaried,6481.65,1,333625.98,36,9.1,348144.21,83228.08,10625.0,3,136,SMS,2,0,Partial Recovery
BOR_00330,41,Self-employed,2716.97,3,85729.54,84,11.93,98475.5,67397.99,1509.96,0,0,SMS,2,0,Full Recovery
BOR_00331,34,Salaried,4542.8,4,190786.0,12,14.5,126262.49,56360.68,17175.0,4,50,Email,3,0,Write-off
BOR_00332,26,Self-employed,1514.13,3,89313.57,48,17.29,95986.57,74169.97,2590.69,2,40,Field Visit,4,0,Write-off
BOR_00333,35,Salaried,500.0,1,23640.5,48,12.39,13705.36,5149.2,627.06,2,53,SMS,4,0,Partial Recovery
BOR_00334,28,Salaried,4617.94,2,181663.59,60,13.37,57568.17,87094.17,4167.65,2,26,SMS,3,0,Partial Recovery
BOR_00335,44,Business,14237.85,0,676755.22,36,11.73,642251.23,493247.75,22392.36,3,92,Phone,1,0,Write-off
BOR_00336,33,Salaried,6569.21,3,197155.42,24,9.46,288639.65,123966.19,9048.45,0,0,Phone,2,0,Full Recovery
BOR_00337,26,Self-employed,3951.85,1,168049.01,60,9.96,78294.28,45928.68,3567.05,1,27,Field Visit,2,0,Partial Recovery
BOR_00338,31,Business,6211.33,1,245819.91,36,14.06,169973.25,151589.95,8408.65,1,5,Field Visit,9,0,Full Recovery
BOR_00339,39,Unemployed,1011.23,0,42540.03,12,15.56,43008.05,32080.73,3850.92,1,54,Phone,3,0,Write-off
BOR_00340,29,Salaried,6094.24,0,410645.56,48,13.72,333550.73,161445.51,11163.4,2,52,Email,5,1,Partial Recovery
BOR_00341,26,Salaried,2638.37,1,205739.4,60,12.23,260289.49,53083.53,4600.16,1,60,SMS,3,0,Partial Recovery
BOR_00342,37,Salaried,7228.64,1,395168.82,12,14.89,451525.45,100474.3,35646.81,1,35,SMS,4,0,Partial Recovery
BOR_00343,37,Retired,2572.31,1,126490.67,24,12.67,11061.08,78921.08,5993.83,1,45,Field Visit,2,0,Write-off
BOR_00344,29,Unemployed,1359.09,1,60091.5,48,14.69,89994.94,33016.99,1663.09,3,60,Phone,1,0,Partial Recovery
BOR_00345,30,Self-employed,5096.19,1,266461.86,60,9.85,300729.83,152838.2,5642.5,0,0,Email,1,0,Partial Recovery
BOR_00346,37,Business,7058.85,0,370107.01,36,12.65,479605.01,198363.79,12407.24,1,40,Phone,1,0,Full Recovery
BOR_00347,20,Self-employed,4545.72,3,314557.6,36,12.52,307258.78,166704.18,10526.46,1,39,Email,2,0,Write-off
BOR_00348,20,Self-employed,4383.63,1,164519.97,84,10.68,211314.0,71979.37,2789.5,3,165,Phone,5,0,Partial Recovery
BOR_00349,27,Salaried,4291.92,0,285309.88,12,9.44,48095.96,122894.51,25008.53,4,155,Field Visit,3,1,Write-off
BOR_00350,32,Business,5279.19,0,286946.02,60,11.69,149672.98,75201.91,6338.21,1,56,Email,3,0,Partial Recovery
BOR_00351,38,Salaried,5203.71,0,398050.31,36,11.43,523289.45,295680.28,13113.46,2,52,Field Visit,2,0,Partial Recovery
BOR_00352,49,Business,13976.47,2,502976.06,60,9.73,152141.62,394251.79,10619.75,4,160,Phone,1,0,Full Recovery
BOR_00353,43,Business,3282.68,3,246137.3,84,14.6,28887.45,137916.62,4695.02,2,4,Phone,3,0,Write-off
BOR_00354,33,Self-employed,500.0,0,28005.76,48,19.79,33107.81,13415.37,849.02,0,0,Phone,2,0,Partial Recovery
BOR_00355,34,Salaried,5329.52,0,194797.91,48,8.24,244126.44,22502.89,4777.57,0,0,Email,2,0,Full Recovery
BOR_00356,24,Salaried,4081.42,0,223981.43,24,9.28,54646.61,55395.89,10261.38,2,51,Field Visit,3,1,Write-off
BOR_00357,34,Salaried,5346.68,1,257990.19,36,12.36,330619.32,141027.73,8613.67,4,121,Email,1,0,Write-off
BOR_00358,32,Salaried,5487.91,4,185060.0,36,9.28,190639.87,95728.04,5908.86,0,0,Phone,1,0,Partial Recovery
BOR_00359,38,Salaried,4553.6,1,267290.4,48,11.9,208519.67,217153.43,7025.27,0,0,Phone,3,0,Full Recovery
BOR_00360,26,Unemployed,1744.93,0,116761.71,36,13.36,145412.15,78415.75,3954.2,0,0,Phone,3,0,Write-off
BOR_00361,40,Self-employed,500.0,0,25819.18,36,18.48,16237.01,24129.85,939.67,2,23,Field Visit,5,1,Write-off
BOR_00362,50,Salaried,4011.61,2,124030.55,48,12.33,36091.76,103096.09,3286.34,1,3,Email,2,0,Partial Recovery
BOR_00363,33,Salaried,4793.49,1,218067.17,12,8.64,93175.53,132160.43,19033.56,3,132,SMS,3,0,Write-off
BOR_00364,39,Salaried,1713.62,0,130511.51,48,8.89,98894.58,84625.86,3240.95,1,20,SMS,3,0,Partial Recovery
BOR_00365,41,Self-employed,3560.36,1,170314.14,48,13.85,135739.72,66116.7,4641.2,3,100,Phone,2,0,Partial Recovery
BOR_00366,30,Self-employed,8153.68,0,262410.11,24,14.23,317088.84,235246.05,12627.38,2,41,Phone,6,0,Partial Recovery
BOR_00367,37,Unemployed,1010.44,3,30776.36,24,21.59,36532.44,16331.02,1590.4,1,55,Field Visit,5,0,Partial Recovery
BOR_00368,35,Salaried,5461.4,1,331343.75,24,8.47,288948.26,124404.14,15056.75,2,50,SMS,3,0,Partial Recovery
BOR_00369,35,Retired,991.87,0,31154.15,24,20.81,36487.06,27561.5,1598.04,2,27,Email,1,0,Partial Recovery
BOR_00370,27,Business,5150.92,0,261644.28,48,14.43,75264.64,156323.31,7206.12,1,23,Phone,3,0,Write-off
BOR_00371,35,Salaried,4249.61,3,214188.8,24,11.62,16084.89,156547.46,10044.63,3,66,Phone,4,0,Write-off
BOR_00372,39,Unemployed,841.14,1,63425.66,60,10.53,83116.2,22441.41,1364.1,1,22,Phone,2,1,Full Recovery
BOR_00373,49,Salaried,9075.95,1,586565.99,48,14.35,66476.54,157781.14,16132.62,1,7,Phone,2,0,Write-off
BOR_00374,44,Business,8673.07,2,313306.71,36,14.16,115933.71,223666.45,10731.87,1,58,Phone,3,1,Partial Recovery
BOR_00375,56,Salaried,3332.5,2,168295.26,36,8.49,175528.32,19872.13,5312.14,0,0,Email,2,0,Partial Recovery
BOR_00376,27,Business,7739.51,1,339820.26,36,14.62,208708.06,117246.91,11716.16,2,34,Phone,1,0,Write-off
BOR_00377,43,Business,8494.67,1,374898.19,36,12.7,492792.78,202917.4,12577.54,2,8,Phone,1,0,Full Recovery
BOR_00378,36,Business,10420.45,2,397114.58,36,13.17,177498.18,135549.53,13412.86,1,21,Field Visit,3,0,Full Recovery
BOR_00379,56,Business,14089.95,2,1033395.57,48,12.68,18401.7,653041.33,27561.29,2,33,SMS,3,0,Write-off
BOR_00380,26,Salaried,2969.81,2,107846.25,84,8.93,48636.88,80050.3,1731.21,0,0,Legal Notice,3,0,Partial Recovery
BOR_00381,26,Salaried,3378.28,1,232201.85,24,14.54,201345.14,153858.06,11207.47,3,110,Email,1,0,Write-off
BOR_00382,29,Salaried,2484.84,2,163994.7,60,9.53,92477.85,101651.78,3446.87,2,2,SMS,4,0,Partial Recovery
BOR_00383,18,Salaried,3625.57,2,189080.63,48,13.39,151701.12,103262.87,5109.22,1,57,Phone,3,0,Full Recovery
BOR_00384,29,Self-employed,5165.9,2,181829.04,84,14.23,239086.5,127809.28,3430.78,3,71,SMS,5,1,Full Recovery
BOR_00385,27,Salaried,6974.67,0,303519.67,60,11.63,415435.74,83129.82,6694.75,1,1,Phone,8,0,Full Recovery
BOR_00386,36,Retired,1939.24,4,102954.84,36,12.07,41074.97,45443.4,3422.86,2,5,Phone,3,0,Partial Recovery
BOR_00387,38,Self-employed,3200.38,2,212807.61,36,12.4,147520.51,70301.77,7109.45,2,35,Legal Notice,2,0,Write-off
BOR_00388,53,Business,8946.33,1,581204.03,48,8.36,478747.07,119623.18,14288.34,0,0,SMS,5,0,Full Recovery
BOR_00389,44,Salaried,3329.71,2,243027.15,36,9.84,345990.14,19985.28,7823.21,6,128,Legal Notice,3,0,Write-off
BOR_00390,29,Business,13268.62,2,558452.51,36,14.21,836520.52,157552.61,19143.0,2,3,Email,1,0,Partial Recovery
BOR_00391,26,Unemployed,500.0,0,24458.69,48,12.97,8636.63,4163.1,655.78,0,0,Email,4,0,Full Recovery
BOR_00392,39,Salaried,5369.48,1,288893.31,120,13.39,315029.43,156091.91,4380.72,3,87,Email,1,0,Full Recovery
BOR_00393,21,Self-employed,7247.21,2,293703.61,36,9.64,166543.63,109261.85,9426.79,1,37,SMS,1,0,Partial Recovery
BOR_00394,53,Business,8424.48,1,425251.26,60,13.4,5172.03,316577.39,9762.76,1,7,SMS,2,0,Partial Recovery
BOR_00395,46,Salaried,5543.91,3,229545.55,84,12.15,3185.81,120414.76,4070.29,2,19,Legal Notice,1,0,Partial Recovery
BOR_00396,30,Self-employed,3106.39,1,152201.18,36,12.24,105148.03,108777.46,5072.39,2,25,Phone,3,0,Partial Recovery
BOR_00397,18,Salaried,3711.37,1,215239.34,36,11.53,157663.33,90973.79,7101.27,1,10,SMS,5,0,Write-off
BOR_00398,48,Salaried,9294.84,2,360831.08,60,11.79,12215.77,237833.83,7988.67,3,106,Email,4,0,Partial Recovery
BOR_00399,33,Salaried,576.28,0,21065.2,60,21.32,21705.39,10719.73,573.74,0,0,Phone,3,0,Full Recovery
BOR_00400,47,Salaried,9680.24,1,748915.18,36,8.95,330275.4,271179.26,23797.4,4,43,Email,3,0,Write-off
BOR_00401,19,Salaried,1721.67,1,96275.67,24,17.47,80856.13,62923.52,4781.95,0,0,Email,4,1,Partial Recovery
BOR_00402,29,Salaried,4466.7,2,175000.57,24,10.85,78991.52,72565.8,8143.93,4,37,Phone,3,0,Write-off
BOR_00403,35,Retired,1656.6,1,81435.73,60,13.65,20416.06,57088.94,1880.15,0,0,Phone,3,1,Partial Recovery
BOR_00404,35,Self-employed,5471.38,2,210858.42,24,11.56,128784.02,69814.84,9882.94,0,0,Email,2,1,Write-off
BOR_00405,30,Retired,721.5,2,26964.42,48,17.66,9394.67,24339.87,787.26,1,31,Email,3,0,Partial Recovery
BOR_00406,41,Salaried,5924.35,0,389437.53,84,14.39,312407.35,93645.37,7381.31,2,15,Email,4,0,Full Recovery
BOR_00407,24,Salaried,7238.9,4,559593.98,24,8.92,166894.87,107352.16,25544.62,2,6,Phone,2,0,Partial Recovery
BOR_00408,33,Self-employed,592.06,3,26710.32,60,21.72,20369.53,8617.09,733.47,3,94,Phone,8,0,Partial Recovery
BOR_00409,36,Salaried,5379.41,0,392515.53,24,14.63,92660.27,16794.52,18963.21,3,167,Legal Notice,2,1,Partial Recovery
BOR_00410,40,Salaried,3676.04,1,188095.03,12,11.1,189310.51,136224.11,16632.64,3,139,Legal Notice,1,0,Write-off
BOR_00411,42,Self-employed,5064.72,1,163607.91,36,10.37,185025.25,47581.68,5307.62,0,0,Email,8,1,Partial Recovery
BOR_00412,23,Salaried,4030.64,2,216331.3,48,14.08,35822.59,30513.7,5920.43,1,49,Legal Notice,2,0,Write-off
BOR_00413,19,Self-employed,1917.03,1,120954.92,36,13.74,84874.5,30567.06,4118.46,1,52,SMS,3,0,Write-off
BOR_00414,47,Self-employed,6263.62,0,471519.48,24,11.72,50126.08,192548.08,22135.23,1,58,Phone,1,0,Write-off
BOR_00415,38,Salaried,8608.7,0,380724.74,12,12.68,341614.28,266674.0,33948.13,1,46,Phone,3,0,Write-off
BOR_00416,27,Salaried,4618.19,1,337767.85,24,13.69,133960.91,235184.63,16167.29,1,37,Legal Notice,6,0,Write-off
BOR_00417,50,Business,10991.13,1,798722.97,84,9.86,632138.66,155870.58,13200.8,3,85,SMS,3,0,Partial Recovery
